,filename,file_type,contig,contig_len,plasmid_name,plasmid_accession,top_hit
213,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_24_genome.fasta,short,NODE_9_length_209697_cov_22.693338|NODE_1019_length_3987_cov_28.414123|NODE_1032_length_3866_cov_26.938318|NODE_1113_length_3389_cov_1.946144|NODE_1127_length_3323_cov_29.074953|NODE_121_length_49902_cov_23.640827|NODE_2750_length_1096_cov_1.930256|NODE_410_length_15610_cov_4.371231|NODE_501_length_12051_cov_21.406957|NODE_731_length_7120_cov_28.664809|NODE_818_length_5844_cov_29.223484|NODE_903_length_4862_cov_3.412360,209697.0,IncFIA(HI1)|IncFII(Yp)|IncFII(K)|IncFIB(pB171)|IncFII(pBK30683)|IncFII(K)|IncFII(SARC14)|IncFII(p14)|IncFIB(pECLA)|IncR|IncHI1B(pNDM-MAR)|IncFIB(K)|IncFII(pECLA),AF250878|CP000670|CP000648|AB024946|KF954760|CP000648|JQ418540|JQ418538|CP001919|DQ449578|JN420336|JN233704|CP001919,NZ_CP020065.1
222,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_24_plasmid.fasta,short,NODE_79_length_49902_cov_23.640827_component_0|NODE_10_length_210457_cov_22.714942_component_0|NODE_171_length_18563_cov_24.072118_component_0|NODE_202_length_15304_cov_28.523217_component_0|NODE_210_length_14962_cov_3.282259_component_0|NODE_297_length_9928_cov_28.473029_component_0|NODE_328_length_7120_cov_28.664809_component_0|NODE_397_length_3987_cov_28.414123_component_0|NODE_416_length_3323_cov_29.074953_component_0,49902.0,IncFII(K)|IncFIA(HI1)|IncR|IncFII(K)|IncFIB(pECLA)|IncFIB(K)|IncHI1B(pNDM-MAR)|IncFII(Yp)|IncFII(pBK30683),CP000648|AF250878|DQ449578|CP000648|CP001919|JN233704|JN420336|CP000670|KF954760,NZ_CP079753.1
225,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_25_genome.fasta,short,NODE_52_length_8360_cov_27.017963|NODE_48_length_10634_cov_26.362028|NODE_51_length_9431_cov_26.336198,8360.0,IncFII(K)|IncFIA(HI1)|IncFIB(K),CP000648|AF250878|JN233704,LR890513.1
232,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_26_genome.fasta,short,NODE_921_length_2128_cov_26.408570|NODE_1212_length_1742_cov_2.458976|NODE_2159_length_1138_cov_1.155359|NODE_44_length_34936_cov_11.585121|NODE_492_length_3267_cov_18.647171|NODE_500_length_3242_cov_3.561999|NODE_568_length_2978_cov_1.558628,2128.0,IncFIB(K)|IncFII(Yp)|IncFII(pECLA)|IncFII(SARC14)|IncFII(p14)|IncFIA(HI1)|IncFII(pBK30683)|IncP6,JN233704|CP000670|CP001919|JQ418540|JQ418538|AF250878|KF954760|JF785550,NZ_LT883141.1
235,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_26_plasmid.fasta,short,NODE_3_length_26755_cov_7.054141_component_2|NODE_1_length_39256_cov_3.777590_component_1|NODE_35_length_3267_cov_18.647171_component_0,26755.0,IncFII(SARC14)|IncFII(p14)|IncFII(pBK30683)|IncFIA(HI1),JQ418540|JQ418538|KF954760|AF250878,NZ_CP056452.1
243,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_27_genome.fasta,short,NODE_393_length_8767_cov_28.493292|NODE_137_length_49894_cov_28.910353|NODE_158_length_40585_cov_6.916914|NODE_1648_length_1913_cov_3.860491|NODE_252_length_20439_cov_3.391476|NODE_299_length_15363_cov_7.560556|NODE_333_length_12359_cov_6.642344|NODE_392_length_8796_cov_27.911700|NODE_771_length_3987_cov_27.888774|NODE_911_length_3323_cov_29.042161,8767.0,IncFIA(HI1)|IncFII(K)|IncFII(Yp)|IncFIB(K)|IncP6|IncFIB(pECLA)|IncFII(pECLA)|IncR|IncFII(Yp)|IncFII(pBK30683),AF250878|CP000648|CP000670|JN233704|JF785550|CP001919|CP001919|DQ449578|CP000670|KF954760,NZ_CP020065.1
251,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_27_plasmid.fasta,short,NODE_74_length_13085_cov_28.573820_component_0,13085.0,IncFIA(HI1),AF250878,NZ_CP020065.1
252,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_27_plasmid.fasta,short,NODE_97_length_8732_cov_6.456045_component_0|NODE_153_length_3987_cov_27.888774_component_0|NODE_162_length_3323_cov_29.042161_component_0|NODE_35_length_49894_cov_28.910353_component_0|NODE_59_length_18081_cov_27.823552_component_0,8732.0,IncFIB(K)|IncFII(Yp)|IncFII(pBK30683)|IncFII(K)|IncR,JN233704|CP000670|KF954760|CP000648|DQ449578,CP056626.1
257,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_28_genome.fasta,short,NODE_4317_length_662_cov_1.486137,662.0,IncR,DQ449578,
260,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_28_genome.fasta,short,NODE_6003_length_548_cov_2.196721,548.0,IncFII(Yp),CP000670,
263,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_28_genome.fasta,short,NODE_81_length_15801_cov_26.527934|NODE_1170_length_1887_cov_1.864666|NODE_1727_length_1287_cov_1.521441|NODE_1923_length_1159_cov_2.929672|NODE_39_length_41188_cov_26.488616|NODE_44_length_35114_cov_26.326722|NODE_58_length_22324_cov_26.603027|NODE_71_length_18151_cov_10.925514|NODE_75_length_16819_cov_3.255060,15801.0,IncFIB(pECLA)|IncFII(K)|IncFIB(K)|IncFIB(pB171)|IncFII(Yp)|IncFIA(HI1)|IncFII(pECLA)|IncP6|IncN,CP001919|CP000648|JN233704|AB024946|CP000670|AF250878|CP001919|JF785550|AY046276,NZ_CP056149.1
265,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_28_plasmid.fasta,short,NODE_4_length_17384_cov_4.656433_component_2|NODE_3_length_18151_cov_10.925514_component_0,17384.0,IncN|IncP6,AY046276|JF785550,NZ_LC589174.1
266,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_29_genome.fasta,short,NODE_35_length_33515_cov_27.007456,33515.0,IncFIB(pB171),AB024946,CP057747.1
267,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_29_genome.fasta,short,NODE_68_length_4831_cov_2.735244,4831.0,IncP6,JF785550,NZ_KX912255.1
269,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_2_genome.fasta,short,NODE_128_length_18151_cov_27.747537|NODE_45_length_69647_cov_27.125248,18151.0,IncP6|pKPC-CAV1321,JF785550|CP011611,NZ_KX810825.1
271,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_2_genome.fasta,short,NODE_1372_length_1563_cov_2.380721|NODE_1365_length_1569_cov_1.382597,1563.0,IncFIA(HI1)|IncFII(pBK30683),AF250878|KF954760,NZ_MT219824.1
274,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_2_plasmid.fasta,short,NODE_52_length_18151_cov_27.747537_component_0|NODE_26_length_69647_cov_27.125248_component_0,18151.0,IncP6|pKPC-CAV1321,JF785550|CP011611,NZ_KX810825.1
276,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_30_genome.fasta,short,NODE_68_length_18151_cov_4.931206,18151.0,IncP6,JF785550,NZ_KX810825.1
277,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_30_genome.fasta,short,NODE_95_length_9764_cov_26.080680|NODE_66_length_19905_cov_27.088961,9764.0,IncFIB(pB171)|IncFII(S),AB024946|CP000858,NZ_CP056410.1
278,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_30_plasmid.fasta,short,NODE_1_length_18151_cov_4.931206_component_0,18151.0,IncP6,JF785550,NZ_KX810825.1
281,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_31_genome.fasta,short,NODE_3984_length_680_cov_1.905188,680.0,IncFII(pECLA),CP001919,
283,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_31_genome.fasta,short,NODE_4190_length_655_cov_1.730337,655.0,IncFIB(pECLA),CP001919,
285,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_31_genome.fasta,short,NODE_783_length_2110_cov_4.246355|NODE_104_length_7220_cov_2.547401|NODE_1061_length_1688_cov_2.239949|NODE_39_length_33515_cov_26.921064|NODE_48_length_18151_cov_6.658001,2110.0,IncFIA(HI1)|IncR|IncFIB(K)|IncFIB(pB171)|IncP6,AF250878|DQ449578|JN233704|AB024946|JF785550,NZ_CP056457.1
286,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_31_plasmid.fasta,short,NODE_2_length_18151_cov_6.658001_component_0,18151.0,IncP6,JF785550,NZ_KX810825.1
287,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_32_genome.fasta,short,NODE_35_length_33515_cov_26.075822,33515.0,IncFIB(pB171),AB024946,CP057747.1
291,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_33_genome.fasta,short,NODE_67_length_14832_cov_4.672830|NODE_111_length_10140_cov_4.165386|NODE_37_length_43153_cov_26.658882|NODE_42_length_29408_cov_6.617885,14832.0,IncR|IncFIA(HI1)|IncFIB(pB171)|IncP6,DQ449578|AF250878|AB024946|JF785550,NZ_CP058168.1
292,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_33_plasmid.fasta,short,NODE_35_length_34307_cov_26.459633_component_0,34307.0,IncFIB(pB171),AB024946,CP057747.1
293,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_33_plasmid.fasta,short,NODE_38_length_29407_cov_6.617053_component_1,29407.0,IncP6,JF785550,NZ_AP022277.1
294,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_34_genome.fasta,short,NODE_34_length_33525_cov_29.451413,33525.0,IncFIB(pB171),AB024946,CP057747.1
295,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_35_genome.fasta,short,NODE_32_length_33515_cov_29.450979,33515.0,IncFIB(pB171),AB024946,CP057747.1
297,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_36_genome.fasta,short,NODE_191_length_5442_cov_1.744221,5442.0,IncP6,JF785550,NZ_KX912255.1
298,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_36_genome.fasta,short,NODE_79_length_40113_cov_3.188613|NODE_109_length_23383_cov_3.133823|NODE_85_length_33515_cov_29.367252,40113.0,IncFIB(pECLA)|IncFII(pECLA)|IncFIB(pB171),CP001919|CP001919|AB024946,NZ_AP022521.1
300,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_36_plasmid.fasta,short,NODE_32_length_33515_cov_29.367252_component_0,33515.0,IncFIB(pB171),AB024946,CP057747.1
301,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_37_genome.fasta,short,NODE_86_length_3358_cov_26.829472,3358.0,IncFIA(HI1),AF250878,NZ_MG252036.1
304,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_38_genome.fasta,short,NODE_504_length_3323_cov_29.915365,3323.0,IncFII(pBK30683),KF954760,NZ_AP021985.1
309,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_38_genome.fasta,short,NODE_96_length_9135_cov_1.986909|NODE_32_length_49895_cov_29.150460|NODE_381_length_3987_cov_28.315830|NODE_54_length_17557_cov_28.774719|NODE_61_length_13912_cov_28.860489|NODE_654_length_2817_cov_2.162834|NODE_76_length_10724_cov_2.461096,9135.0,IncFII(pECLA)|IncFII(K)|IncFII(Yp)|IncR|IncFIA(HI1)|IncFII(SARC14)|IncFII(p14)|IncFIB(pECLA),CP001919|CP000648|CP000670|DQ449578|AF250878|JQ418540|JQ418538|CP001919,NZ_AP022521.1
310,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_38_plasmid.fasta,short,NODE_7_length_10724_cov_2.461096_component_11,10724.0,IncFIB(pECLA),CP001919,NZ_CP055884.1
320,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_39_genome.fasta,short,NODE_712_length_4133_cov_6.576520|NODE_1067_length_2820_cov_1.874768|NODE_1359_length_2318_cov_2.627219|NODE_174_length_30168_cov_29.013612|NODE_262_length_17872_cov_5.301448|NODE_293_length_15173_cov_6.611746|NODE_301_length_14574_cov_4.937660|NODE_350_length_11441_cov_3.737367|NODE_456_length_7256_cov_2.707218|NODE_611_length_4872_cov_4.876026|NODE_729_length_3988_cov_4.417119,4133.0,repB(R1701)|IncFII(pECLA)|IncFIB(pECLA)|IncFII(SARC14)|IncFII(p14)|IncR|IncY|IncFIB(K)|IncFIA(HI1)|IncFII(K)|IncFII(pBK30683)|IncFII(Yp),CP039970|CP001919|CP001919|JQ418540|JQ418538|DQ449578|K02380|JN233704|AF250878|CP000648|KF954760|CP000670,NZ_CP018674.1
322,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_39_plasmid.fasta,short,NODE_203_length_11441_cov_3.737367_component_108|NODE_93_length_32821_cov_28.855107_component_0,11441.0,IncFIA(HI1)|IncFII(SARC14)|IncFII(p14),AF250878|JQ418540|JQ418538,NZ_CP059429.1
329,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_3_genome.fasta,short,NODE_938_length_3668_cov_23.953764|NODE_1746_length_2280_cov_1.921260|NODE_1975_length_2055_cov_25.365047|NODE_3235_length_1303_cov_1.617597|NODE_3594_length_1173_cov_1.422053|NODE_73_length_18151_cov_14.564525,3668.0,IncFIA(HI1)|IncFII(pBK30683)|IncFIB(K)|IncN|IncFII(pECLA)|IncP6,AF250878|KF954760|JN233704|AY046276|CP001919|JF785550,NZ_LT883141.1
331,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_3_plasmid.fasta,short,NODE_191_length_2055_cov_25.365047_component_0|NODE_139_length_3668_cov_23.953764_component_0|NODE_59_length_18151_cov_14.564525_component_3,2055.0,IncFIB(K)|IncFIA(HI1)|IncP6,JN233704|AF250878|JF785550,NZ_LT883141.1
335,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_40_genome.fasta,short,NODE_1459_length_2374_cov_2.158899,2374.0,IncFII(pECLA),CP001919,NZ_AP022488.1
343,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_40_genome.fasta,short,NODE_74_length_38488_cov_14.701983|NODE_111_length_18151_cov_5.399409|NODE_119_length_16118_cov_15.249297|NODE_160_length_10377_cov_28.418584|NODE_1624_length_2210_cov_2.211584|NODE_174_length_9359_cov_2.446850|NODE_251_length_6735_cov_7.027517|NODE_534_length_4403_cov_3.339094|NODE_73_length_42108_cov_4.039441|NODE_756_length_3550_cov_3.015456,38488.0,IncX5|IncP6|IncFIB(K)|IncR|IncFII(Yp)|IncFII(K)|IncFII(K)|IncFIA(HI1)|IncFII(pBK30683)|IncFII(Yp),MF062700|JF785550|JN233704|DQ449578|CP000670|CP000648|CP000648|AF250878|KF954760|CP000670,NZ_CP049968.1
349,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_40_plasmid.fasta,short,NODE_81_length_10377_cov_28.418584_component_0|NODE_123_length_4668_cov_11.345063_component_0|NODE_33_length_42108_cov_4.039441_component_0|NODE_47_length_18151_cov_5.399409_component_0|NODE_51_length_16327_cov_15.149759_component_0|NODE_85_length_9359_cov_2.446850_component_0,10377.0,IncR|IncFII(K)|IncFII(pBK30683)|IncP6|IncFIB(K)|IncFII(K),DQ449578|CP000648|KF954760|JF785550|JN233704|CP000648,NZ_CP048651.1
358,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_41_genome.fasta,short,NODE_559_length_5188_cov_2.280837|NODE_1514_length_2777_cov_1.828690|NODE_192_length_9992_cov_3.088137|NODE_1936_length_2283_cov_24.469473|NODE_2052_length_2196_cov_3.229880|NODE_20_length_71459_cov_24.589952|NODE_3488_length_1391_cov_1.622835|NODE_61_length_29435_cov_9.046462|NODE_884_length_3876_cov_2.618375,5188.0,IncR|IncFII(pECLA)|IncFII(pBK30683)|IncFIA(HI1)|IncFIA(pBK30683)|IncN|IncFII(K)|IncP6|IncFIB(pECLA),DQ449578|CP001919|KF954760|AF250878|KF954760|AY046276|CP000648|JF785550|CP001919,CP052145.1
360,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_41_genome.fasta,short,NODE_809_length_4102_cov_2.187139|NODE_53_length_32413_cov_4.120990,4102.0,IncX3|IncFII(Yp),JN247852|CP000670,NZ_MN276079.1
362,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_41_plasmid.fasta,short,NODE_27_length_71459_cov_24.589952_component_0,71459.0,IncN,AY046276,AP024761.1
363,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_41_plasmid.fasta,short,NODE_47_length_32413_cov_4.120990_component_1,32413.0,IncFII(Yp),CP000670,NZ_CP056684.1
364,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_41_plasmid.fasta,short,NODE_54_length_29435_cov_9.046462_component_0,29435.0,IncP6,JF785550,NZ_AP022277.1
368,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_42_genome.fasta,short,NODE_52_length_18080_cov_26.123281|NODE_132_length_3987_cov_27.609415|NODE_162_length_3323_cov_26.881949|NODE_86_length_6750_cov_1.990647,18080.0,IncR|IncFII(Yp)|IncFII(pBK30683)|IncP6,DQ449578|CP000670|KF954760|JF785550,NZ_CP026370.1
369,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_42_genome.fasta,short,NODE_66_length_13085_cov_25.862311|NODE_32_length_49894_cov_27.311836,13085.0,IncFIA(HI1)|IncFII(K),AF250878|CP000648,NZ_CP020065.1
371,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_43_genome.fasta,short,NODE_1955_length_840_cov_1.322670,840.0,IncFII(pECLA),CP001919,
372,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_43_genome.fasta,short,NODE_19_length_76118_cov_8.263695,76118.0,IncFIB(pB171)|IncFIA(HI1)(pAR0022),AB024946|CP024882,NZ_CP077263.1
373,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_43_plasmid.fasta,short,NODE_1_length_81975_cov_8.334510_component_0,81975.0,IncFIB(pB171)|IncFIA(HI1)(pAR0022),AB024946|CP024882,NZ_CP077263.1
375,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_44_genome.fasta,short,NODE_125_length_980_cov_1.270081,980.0,IncP6,JF785550,
377,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_44_genome.fasta,short,NODE_77_length_5056_cov_26.681459|NODE_10_length_121938_cov_26.980110,5056.0,IncFII(pECLA)|IncFIB(pECLA),CP001919|CP001919,NZ_CP019840.1
379,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_45_genome.fasta,short,NODE_87_length_4924_cov_17.066209|NODE_54_length_19905_cov_21.344521,4924.0,IncFIB(pB171)|IncFII(S),AB024946|CP000858,NZ_CP056410.1
380,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_46_genome.fasta,short,NODE_102_length_3323_cov_26.794503,3323.0,IncFII(pBK30683),KF954760,NZ_AP021985.1
381,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_46_genome.fasta,short,NODE_167_length_1115_cov_1.924547,1115.0,IncP6,JF785550,NZ_MN436715.1
382,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_46_genome.fasta,short,NODE_50_length_18080_cov_25.638733|NODE_96_length_3987_cov_28.064666,18080.0,IncR|IncFII(Yp),DQ449578|CP000670,NZ_CP026370.1
386,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_47_genome.fasta,short,NODE_51_length_7789_cov_28.521127|NODE_30_length_36169_cov_28.989209|NODE_31_length_28809_cov_28.359488,7789.0,repB(R1701)|IncFIB(K)|IncY,CP039970|JN233704|K02380,NC_021198.1
389,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_48_genome.fasta,short,NODE_92_length_1256_cov_29.957709|NODE_51_length_24487_cov_26.653944|NODE_63_length_7587_cov_26.586927,1256.0,IncFIA(HI1)|IncR|IncFIB(K),AF250878|DQ449578|JN233704,NZ_CP045065.1
390,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_49_genome.fasta,short,NODE_15_length_60317_cov_27.414380,60317.0,IncFII(SARC14)|IncFII(p14),JQ418540|JQ418538,NZ_CP056452.1
391,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_49_plasmid.fasta,short,NODE_1_length_60317_cov_27.414380_component_0,60317.0,IncFII(SARC14)|IncFII(p14),JQ418540|JQ418538,NZ_CP056452.1
395,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_4_genome.fasta,short,NODE_706_length_3441_cov_24.766867|NODE_1180_length_2579_cov_1.623678|NODE_1717_length_2033_cov_22.524059|NODE_60_length_20183_cov_7.717625,3441.0,IncFIA(HI1)|IncFII(pECLA)|IncFIB(K)|IncP6,AF250878|CP001919|JN233704|JF785550,NZ_MT162140.1
396,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_4_genome.fasta,short,NODE_8391_length_515_cov_1.664975,515.0,IncR,DQ449578,
398,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_4_plasmid.fasta,short,NODE_195_length_2033_cov_22.524059_component_0|NODE_141_length_3441_cov_24.766867_component_0|NODE_58_length_20183_cov_7.717625_component_1,2033.0,IncFIB(K)|IncFIA(HI1)|IncP6,JN233704|AF250878|JF785550,NZ_LT883141.1
400,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_50_genome.fasta,short,NODE_33_length_9092_cov_28.782967,9092.0,IncFIB(pECLA),CP001919,NZ_CP056202.1
402,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_51_genome.fasta,short,NODE_840_length_2020_cov_1.317009,2020.0,IncP6,JF785550,NZ_LS998784.1
403,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_51_genome.fasta,short,NODE_84_length_27949_cov_28.837322|NODE_747_length_2532_cov_29.501866,27949.0,IncFIB(pECLA)|IncFII(pECLA),CP001919|CP001919,NZ_AP022521.1
404,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_51_genome.fasta,short,NODE_879_length_1824_cov_2.707575,1824.0,pKPC-CAV1321,CP011611,NZ_CP056862.1
406,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_51_plasmid.fasta,short,NODE_52_length_35917_cov_28.684043_component_0|NODE_31_length_52738_cov_29.125473_component_0,35917.0,IncFIB(pECLA)|IncFII(pECLA),CP001919|CP001919,NZ_AP022521.1
408,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_52_genome.fasta,short,NODE_61_length_35917_cov_28.847637|NODE_138_length_19094_cov_28.084436,35917.0,IncFIB(pECLA)|IncFII(pECLA),CP001919|CP001919,NZ_AP022521.1
414,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_53_genome.fasta,short,NODE_678_length_5047_cov_2.583435,5047.0,IncX5,MF062700,NZ_MT180434.1
416,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_53_genome.fasta,short,NODE_97_length_36171_cov_29.058225|NODE_172_length_19897_cov_4.639563|NODE_240_length_14893_cov_29.456472|NODE_523_length_6535_cov_3.063611|NODE_607_length_5588_cov_28.145235|NODE_671_length_5082_cov_2.184237|NODE_868_length_3956_cov_4.665711,36171.0,IncFIB(K)|IncFII(S)|IncY|IncFIB(pECLA)|repB(R1701)|IncFII(pECLA)|IncFIB(pB171),JN233704|CP000858|K02380|CP001919|CP039970|CP001919|AB024946,NZ_AP022358.1
421,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_53_plasmid.fasta,short,NODE_67_length_36171_cov_29.058225_component_0|NODE_126_length_19897_cov_4.639563_component_9|NODE_177_length_14893_cov_29.456472_component_0|NODE_298_length_6535_cov_3.063611_component_0|NODE_312_length_5588_cov_28.145235_component_0,36171.0,IncFIB(K)|IncFII(S)|IncY|IncFIB(pECLA)|repB(R1701),JN233704|CP000858|K02380|CP001919|CP039970,NZ_AP022358.1
424,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_54_genome.fasta,short,NODE_62_length_15166_cov_28.041808|NODE_36_length_34750_cov_28.688267|NODE_58_length_16118_cov_29.969182,15166.0,IncFII(K)|IncX5|IncFIB(K),CP000648|MF062700|JN233704,NZ_LR890361.1
425,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_54_genome.fasta,short,NODE_75_length_9246_cov_3.154521,9246.0,IncP6,JF785550,NZ_CP080110.1
432,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_55_genome.fasta,short,NODE_99_length_16127_cov_24.529239|NODE_104_length_14386_cov_25.057273|NODE_108_length_12660_cov_24.589122|NODE_115_length_11660_cov_27.409828|NODE_118_length_10914_cov_3.633188|NODE_69_length_35055_cov_27.247581|NODE_94_length_18171_cov_26.941496,16127.0,IncFII(K)|IncN|IncFIB(K)|IncFIA(pBK30683)|IncP6|IncX3|IncFII(pBK30683),CP000648|AY046276|JN233704|KF954760|JF785550|JN247852|KF954760,NZ_CP049720.1
