filename,file_type,plasmid_name,plasmid_accession,contig,pctId,coverage,hit_len,template_length,subj_start,subj_end,query_start,query_end,read_len,contig_cover,contig_len
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_31_plasmid.fasta,short,IncP6,JF785550,NODE_2_length_18151_cov_6.658001_component_0:15545..16350:IncP6_1__JF785550:99.627792,99.63,                                  100.0,806,806,15545,16350,                                  1,806,1000000,6.658001,18151.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_31_plasmid.fasta,short,Col440I,CP023920,NODE_15_length_11562_cov_13.329254_component_3:7401..7514:Col440I_1__CP023920:96.491228,96.49,                                  100.0,114,114,7401,7514,                                  1,114,1000000,13.329254,11562.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_31_plasmid.fasta,short,Col440I,CP023920,NODE_15_length_11562_cov_13.329254_component_3:3842..3955:Col440I_1__CP023920:95.614035,95.61,                                  100.0,114,114,3842,3955,                                  1,114,1000000,13.329254,11562.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_31_plasmid.fasta,short,Col(MGD2),NC003789,NODE_24_length_5322_cov_24.886945_component_20:613..713:Col(MGD2)_1__NC_003789:67.647059,91.09,                                  74.26,101,136,613,713,                                  1,101,1000000,24.886945,5322.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_31_plasmid.fasta,short,Col(IMGS31),NC011406,NODE_30_length_2667_cov_27.937549_component_25:906..1103:Col(IMGS31)_1__NC_011406:99.494949,99.49,                                  100.0,198,198,906,1103,                                  1,198,1000000,27.937549,2667.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_31_plasmid.fasta,short,Col(IRGK),AY543071,NODE_31_length_2470_cov_17.078757_component_26:152..335:Col(IRGK)_1__AY543071:100.000000,100.0,                                  100.0,184,184,152,335,                                  1,184,1000000,17.078757,2470.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_31_plasmid.fasta,short,Col(pHAD28),KU674895,NODE_33_length_2037_cov_23.608038_component_28:28..158:Col(pHAD28)_1__KU674895:100.000000,100.0,                                  100.0,131,131,28,158,                                  1,131,1000000,23.608038,2037.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_31_plasmid.fasta,short,Col440I,CP023920,NODE_33_length_2037_cov_23.608038_component_28:1922..2035:Col440I_1__CP023920:91.228070,91.23,                                  100.0,114,114,1922,2035,                                  1,114,1000000,23.608038,2037.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_31_plasmid.fasta,short,Col(pHAD28),KU674895,NODE_36_length_1432_cov_5.208238_component_3:56..184:Col(pHAD28)_1__KU674895:91.603053,93.02,                                  98.47,129,131,56,184,                                  1,129,1000000,5.208238,1432.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_60_plasmid.fasta,short,Col(pHAD28),KU674895,NODE_3_length_12702_cov_7.788729_component_0:12167..12297:Col(pHAD28)_1__KU674895:93.129771,93.13,                                  100.0,131,131,12167,12297,                                  1,131,1000000,7.788729,12702.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_60_plasmid.fasta,short,Col(pHAD28),KU674895,NODE_3_length_12702_cov_7.788729_component_0:9232..9362:Col(pHAD28)_1__KU674895:93.129771,93.13,                                  100.0,131,131,9232,9362,                                  1,131,1000000,7.788729,12702.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_60_plasmid.fasta,short,Col440I,CP023920,NODE_3_length_12702_cov_7.788729_component_0:1565..1678:Col440I_1__CP023920:95.614035,95.61,                                  100.0,114,114,1565,1678,                                  1,114,1000000,7.788729,12702.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_60_plasmid.fasta,short,Col(pHAD28),KU674895,NODE_4_length_8438_cov_10.498257_component_0:110..240:Col(pHAD28)_1__KU674895:92.366412,92.37,                                  100.0,131,131,110,240,                                  1,131,1000000,10.498257,8438.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_60_plasmid.fasta,short,Col(pHAD28),KU674895,NODE_4_length_8438_cov_10.498257_component_0:2803..2933:Col(pHAD28)_1__KU674895:92.366412,92.37,                                  100.0,131,131,2803,2933,                                  1,131,1000000,10.498257,8438.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_60_plasmid.fasta,short,Col(MGD2),NC003789,NODE_5_length_5322_cov_6.011729_component_3:1756..1856:Col(MGD2)_1__NC_003789:67.647059,91.09,                                  74.26,101,136,1756,1856,                                  1,101,1000000,6.011729,5322.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_60_plasmid.fasta,short,Col(IMGS31),NC011406,NODE_8_length_2667_cov_27.584839_component_6:1209..1406:Col(IMGS31)_1__NC_011406:99.494949,99.49,                                  100.0,198,198,1209,1406,                                  1,198,1000000,27.584839,2667.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_60_plasmid.fasta,short,Col440I,CP023920,NODE_9_length_2575_cov_9.813366_component_0:2184..2297:Col440I_1__CP023920:92.982456,92.98,                                  100.0,114,114,2184,2297,                                  1,114,1000000,9.813366,2575.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_60_plasmid.fasta,short,Col(pHAD28),KU674895,NODE_10_length_2440_cov_4.581285_component_0:2..130:Col(pHAD28)_1__KU674895:91.603053,93.02,                                  98.47,129,131,2,130,                                  1,129,1000000,4.581285,2440.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_60_plasmid.fasta,short,Col(pHAD28),KU674895,NODE_12_length_2037_cov_18.288100_component_8:252..382:Col(pHAD28)_1__KU674895:100.000000,100.0,                                  100.0,131,131,252,382,                                  1,131,1000000,18.2881,2037.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_39_genome.fasta,short,Col(pHAD28),KU674895,NODE_32_length_7153_cov_2.516638:6861..6991:Col(pHAD28)_1__KU674895:90.215128,90.91,                                  99.24,132,131,6861,6991,                                  1,131,1000000,1000000,7153.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_39_genome.fasta,short,Col440II,CP023921,NODE_36_length_3393_cov_1.850550:2308..2588:Col440II_1__CP023921:90.425532,90.75,                                  99.65,281,282,2308,2588,                                  2,282,1000000,1000000,3393.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_39_genome.fasta,short,Col440I,CP023920,NODE_36_length_3393_cov_1.850550:3207..3320:Col440I_1__CP023920:95.614035,95.61,                                  100.0,114,114,3207,3320,                                  1,114,1000000,1000000,3393.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_39_genome.fasta,short,Col440I,CP023920,NODE_41_length_2575_cov_5.597392:1998..2111:Col440I_1__CP023920:92.982456,92.98,                                  100.0,114,114,1998,2111,                                  1,114,1000000,1000000,2575.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_39_genome.fasta,short,Col(pHAD28),KU674895,NODE_49_length_2063_cov_1.849125:1961..2061:Col(pHAD28)_1__KU674895:72.519084,94.06,                                  77.1,101,131,1961,2061,                                  1,101,1000000,1000000,2063.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,IncX3,JN247852,NODE_103_length_35707_cov_29.071938:32968..33341:IncX3_1__JN247852:99.465241,99.47,                                  100.0,374,374,32968,33341,                                  1,374,1000000,1000000,35707.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,IncP6,JF785550,NODE_131_length_27131_cov_6.885006:15647..16452:IncP6_1__JF785550:99.627792,99.63,                                  100.0,806,806,15647,16452,                                  1,806,1000000,1000000,27131.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,pKPC-CAV1321,CP011611,NODE_164_length_19133_cov_29.503419:12092..12687:pKPC-CAV1321_1__CP011611:100.000000,100.0,                                  100.0,596,596,12092,12687,                                  1,596,1000000,1000000,19133.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,ColRNAI,DQ298019,NODE_188_length_15339_cov_3.923183:3904..4033:ColRNAI_1__DQ298019:100.000000,100.0,                                  100.0,130,130,3904,4033,                                  1,130,1000000,1000000,15339.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,IncFIB(pECLA),CP001919,NODE_292_length_11442_cov_5.838972:1439..1998:IncFIB(pECLA)_1__CP001919:100.000000,100.0,                                  100.0,560,560,1439,1998,                                  1,560,1000000,1000000,11442.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,IncFIA(HI1),AF250878,NODE_340_length_10020_cov_2.456208:4134..4521:IncFIA(HI1)_1__AF250878:97.422680,97.42,                                  100.0,388,388,4134,4521,                                  1,388,1000000,1000000,10020.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col440I,CP023920,NODE_346_length_9947_cov_32.115408:4619..4732:Col440I_1__CP023920:95.614035,95.61,                                  100.0,114,114,4619,4732,                                  1,114,1000000,1000000,9947.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col440I,CP023920,NODE_346_length_9947_cov_32.115408:9744..9853:Col440I_1__CP023920:92.105263,95.45,                                  96.49,110,114,9744,9853,                                  1,110,1000000,1000000,9947.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(MGD2),NC003789,NODE_359_length_9540_cov_16.994161:2281..2381:Col(MGD2)_1__NC_003789:67.647059,91.09,                                  74.26,101,136,2281,2381,                                  1,101,1000000,1000000,9540.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,IncFII(K),CP000648,NODE_378_length_9247_cov_18.240631:8405..8552:IncFII(K)_1__CP000648:97.972973,97.97,                                  100.0,148,148,8405,8552,                                  1,148,1000000,1000000,9247.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col440I,CP023920,NODE_418_length_8589_cov_25.647024:4592..4704:Col440I_1__CP023920:89.473684,90.27,                                  99.12,113,114,4592,4704,                                  1,113,1000000,1000000,8589.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col440II,CP023921,NODE_465_length_7872_cov_18.107599:447..727:Col440II_1__CP023921:90.425532,90.75,                                  99.65,281,282,447,727,                                  2,282,1000000,1000000,7872.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(pHAD28),KU674895,NODE_465_length_7872_cov_18.107599:3246..3376:Col(pHAD28)_1__KU674895:90.215128,90.91,                                  99.24,132,131,3246,3376,                                  1,131,1000000,1000000,7872.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(pHAD28),KU674895,NODE_471_length_7802_cov_10.819815:2536..2666:Col(pHAD28)_1__KU674895:92.366412,92.37,                                  100.0,131,131,2536,2666,                                  1,131,1000000,1000000,7802.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col440I,CP023920,NODE_471_length_7802_cov_10.819815:7270..7383:Col440I_1__CP023920:96.491228,96.49,                                  100.0,114,114,7270,7383,                                  1,114,1000000,1000000,7802.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col440I,CP023920,NODE_645_length_6158_cov_26.650820:88..201:Col440I_1__CP023920:100.000000,100.0,                                  100.0,114,114,88,201,                                  1,114,1000000,1000000,6158.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(pHAD28),KU674895,NODE_651_length_6100_cov_25.855996:4646..4776:Col(pHAD28)_1__KU674895:90.076336,90.08,                                  100.0,131,131,4646,4776,                                  1,131,1000000,1000000,6100.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(pHAD28),KU674895,NODE_771_length_5352_cov_21.524756:1781..1911:Col(pHAD28)_1__KU674895:93.129771,93.13,                                  100.0,131,131,1781,1911,                                  1,131,1000000,1000000,5352.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(pHAD28),KU674895,NODE_864_length_4844_cov_24.964641:2976..3104:Col(pHAD28)_1__KU674895:94.656489,96.12,                                  98.47,129,131,2976,3104,                                  1,129,1000000,1000000,4844.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col440I,CP023920,NODE_864_length_4844_cov_24.964641:454..563:Col440I_1__CP023920:88.596491,91.82,                                  96.49,110,114,454,563,                                  1,110,1000000,1000000,4844.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col440I,CP023920,NODE_886_length_4752_cov_22.125891:4254..4367:Col440I_1__CP023920:92.982456,92.98,                                  100.0,114,114,4254,4367,                                  1,114,1000000,1000000,4752.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col440I,CP023920,NODE_886_length_4752_cov_22.125891:36..148:Col440I_1__CP023920:92.105263,92.92,                                  99.12,113,114,36,148,                                  1,113,1000000,1000000,4752.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(pHAD28),KU674895,NODE_966_length_4336_cov_9.949703:44..174:Col(pHAD28)_1__KU674895:93.129771,93.13,                                  100.0,131,131,44,174,                                  1,131,1000000,1000000,4336.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,IncFII(pECLA),CP001919,NODE_1004_length_4171_cov_2.199506:1856..2602:IncFII(pECLA)_1__CP001919:99.866131,99.87,                                  100.0,747,747,1856,2602,                                  1,747,1000000,1000000,4171.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col440I,CP023920,NODE_1023_length_4058_cov_10.663957:3894..4007:Col440I_1__CP023920:96.491228,96.49,                                  100.0,114,114,3894,4007,                                  1,114,1000000,1000000,4058.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(pHAD28),KU674895,NODE_1042_length_3913_cov_22.469146:2706..2836:Col(pHAD28)_1__KU674895:91.603053,91.6,                                  100.0,131,131,2706,2836,                                  1,131,1000000,1000000,3913.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col440I,CP023920,NODE_1361_length_2871_cov_6.491636:1..107:Col440I_1__CP023920:90.350877,96.26,                                  93.86,107,114,1,107,                                  8,114,1000000,1000000,2871.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(pHAD28),KU674895,NODE_1372_length_2834_cov_19.187247:2679..2809:Col(pHAD28)_1__KU674895:92.366412,92.37,                                  100.0,131,131,2679,2809,                                  1,131,1000000,1000000,2834.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(IMGS31),NC011406,NODE_1445_length_2667_cov_30.200707:794..991:Col(IMGS31)_1__NC_011406:99.494949,99.49,                                  100.0,198,198,794,991,                                  1,198,1000000,1000000,2667.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(pHAD28),KU674895,NODE_1451_length_2648_cov_28.234270:56..186:Col(pHAD28)_1__KU674895:93.129771,93.13,                                  100.0,131,131,56,186,                                  1,131,1000000,1000000,2648.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(pHAD28),KU674895,NODE_1454_length_2645_cov_29.509113:2467..2597:Col(pHAD28)_1__KU674895:92.366412,92.37,                                  100.0,131,131,2467,2597,                                  1,131,1000000,1000000,2645.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(pHAD28),KU674895,NODE_1487_length_2582_cov_8.529866:56..184:Col(pHAD28)_1__KU674895:91.603053,93.02,                                  98.47,129,131,56,184,                                  1,129,1000000,1000000,2582.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(IRGK),AY543071,NODE_1787_length_2122_cov_25.029985:365..548:Col(IRGK)_1__AY543071:100.000000,100.0,                                  100.0,184,184,365,548,                                  1,184,1000000,1000000,2122.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(IRGK),AY543071,NODE_1788_length_2122_cov_24.473263:366..550:Col(IRGK)_1__AY543071:97.297297,97.3,                                  100.0,185,184,366,550,                                  1,184,1000000,1000000,2122.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(pHAD28),KU674895,NODE_1905_length_1982_cov_29.588393:1840..1970:Col(pHAD28)_1__KU674895:93.129771,93.13,                                  100.0,131,131,1840,1970,                                  1,131,1000000,1000000,1982.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(MGD2),NC003789,NODE_1960_length_1931_cov_3.297790:894..996:Col(MGD2)_1__NC_003789:75.735294,100.0,                                  75.74,103,136,894,996,                                  1,103,1000000,1000000,1931.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(pHAD28),KU674895,NODE_2059_length_1836_cov_16.176676:1..121:Col(pHAD28)_1__KU674895:91.603053,99.17,                                  92.37,121,131,1,121,                                  11,131,1000000,1000000,1836.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,repB(R1701),CP039970,NODE_2168_length_1749_cov_2.342752:525..1147:repB(R1701)_1__CP039970:99.197432,99.2,                                  100.0,623,623,525,1147,                                  1,623,1000000,1000000,1749.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(pHAD28),KU674895,NODE_2217_length_1709_cov_25.686398:174..302:Col(pHAD28)_1__KU674895:90.839695,92.25,                                  98.47,129,131,174,302,                                  1,129,1000000,1000000,1709.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(pHAD28),KU674895,NODE_2649_length_1457_cov_28.519461:62..192:Col(pHAD28)_1__KU674895:92.366412,92.37,                                  100.0,131,131,62,192,                                  1,131,1000000,1000000,1457.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,IncFII(SARC14),JQ418540,NODE_2940_length_1337_cov_1.466283:938..1217:IncFII(SARC14)_1__JQ418540:58.903595,93.95,                                  62.7,281,445,938,1217,                                  1,280,1000000,1000000,1337.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,IncFII(Yp),CP000670,NODE_2940_length_1337_cov_1.466283:462..674:IncFII(Yp)_1__CP000670:84.347826,91.08,                                  92.61,213,230,462,674,                                  1,213,1000000,1000000,1337.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,IncFIB(pB171),AB024946,NODE_3536_length_1134_cov_1.858835:1..608:IncFIB(pB171)_1__AB024946:86.314152,91.28,                                  94.56,608,643,1,608,                                  1,608,1000000,1000000,1134.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,IncR,DQ449578,NODE_4100_length_989_cov_1.486175:111..361:IncR_1__DQ449578:99.601594,99.6,                                  100.0,251,251,111,361,                                  1,251,1000000,1000000,989.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(pHAD28),KU674895,NODE_4347_length_939_cov_5.696822:832..931:Col(pHAD28)_1__KU674895:70.992366,93.0,                                  76.34,100,131,832,931,                                  32,131,1000000,1000000,939.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,ColRNAI,DQ298019,NODE_5551_length_754_cov_1.946288:631..743:ColRNAI_1__DQ298019:80.054459,92.92,                                  86.15,113,130,631,743,                                  19,130,1000000,1000000,754.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,IncFII(pBK30683),KF954760,NODE_6378_length_675_cov_1.516245:530..673:IncFII(pBK30683)_1__KF954760:62.114537,97.92,                                  63.44,144,227,530,673,                                  1,144,1000000,1000000,675.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,Col(MGD2),NC003789,NODE_6529_length_661_cov_1.829630:560..660:Col(MGD2)_1__NC_003789:66.911765,90.1,                                  74.26,101,136,560,660,                                  1,101,1000000,1000000,661.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,IncN,AY046276,NODE_10606_length_461_cov_1.935294:43..461:IncN_1__AY046276:80.933852,99.28,                                  81.52,419,514,43,461,                                  1,419,1000000,1000000,461.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_10_plasmid.fasta,short,no plasmid found,n/a,n/a,1000,1000,0,0,0,0,0,0,1000000,1000000,1000000
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_40_genome.fasta,short,IncFII(pBK30683),KF954760,NODE_73_length_42108_cov_4.039441:39516..39739:IncFII(pBK30683)_1__KF954760:89.984281,91.19,                                  98.68,227,227,39516,39739,                                  1,227,1000000,1000000,42108.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_40_genome.fasta,short,IncX5,MF062700,NODE_74_length_38488_cov_14.701983:32017..32592:IncX5_2__MF062700:99.826389,99.83,                                  100.0,576,576,32017,32592,                                  1,576,1000000,1000000,38488.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_40_genome.fasta,short,IncP6,JF785550,NODE_111_length_18151_cov_5.399409:1802..2607:IncP6_1__JF785550:99.627792,99.63,                                  100.0,806,806,1802,2607,                                  1,806,1000000,1000000,18151.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_40_genome.fasta,short,IncFIB(K),JN233704,NODE_119_length_16118_cov_15.249297:7012..7571:IncFIB(K)_1__JN233704:98.928571,98.93,                                  100.0,560,560,7012,7571,                                  1,560,1000000,1000000,16118.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_40_genome.fasta,short,Col(pHAD28),KU674895,NODE_119_length_16118_cov_15.249297:14545..14675:Col(pHAD28)_1__KU674895:90.076336,90.08,                                  100.0,131,131,14545,14675,                                  1,131,1000000,1000000,16118.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_40_genome.fasta,short,Col(pHAD28),KU674895,NODE_146_length_11935_cov_20.988150:2650..2764:Col(pHAD28)_1__KU674895:81.679389,93.04,                                  87.79,115,131,2650,2764,                                  1,115,1000000,1000000,11935.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_40_genome.fasta,short,Col440I,CP023920,NODE_146_length_11935_cov_20.988150:11698..11811:Col440I_1__CP023920:96.491228,96.49,                                  100.0,114,114,11698,11811,                                  1,114,1000000,1000000,11935.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_40_genome.fasta,short,Col440I,CP023920,NODE_146_length_11935_cov_20.988150:6943..7056:Col440I_1__CP023920:96.491228,96.49,                                  100.0,114,114,6943,7056,                                  1,114,1000000,1000000,11935.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_40_genome.fasta,short,IncR,DQ449578,NODE_160_length_10377_cov_28.418584:4789..5039:IncR_1__DQ449578:99.601594,99.6,                                  100.0,251,251,4789,5039,                                  1,251,1000000,1000000,10377.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_40_genome.fasta,short,Col(MGD2),NC003789,NODE_162_length_10211_cov_24.242022:2225..2325:Col(MGD2)_1__NC_003789:67.647059,91.09,                                  74.26,101,136,2225,2325,                                  1,101,1000000,1000000,10211.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_40_genome.fasta,short,IncFII(K),CP000648,NODE_174_length_9359_cov_2.446850:240..387:IncFII(K)_1__CP000648:94.594595,94.59,                                  100.0,148,148,240,387,                                  1,148,1000000,1000000,9359.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_40_genome.fasta,short,Col(pHAD28),KU674895,NODE_223_length_7134_cov_20.738343:13..143:Col(pHAD28)_1__KU674895:93.129771,93.13,                                  100.0,131,131,13,143,                                  1,131,1000000,1000000,7134.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_40_genome.fasta,short,IncFII(K),CP000648,NODE_251_length_6735_cov_7.027517:234..381:IncFII(K)_1__CP000648:97.972973,97.97,                                  100.0,148,148,234,381,                                  1,148,1000000,1000000,6735.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_40_genome.fasta,short,Col440I,CP023920,NODE_329_length_5665_cov_21.752165:3768..3880:Col440I_1__CP023920:89.473684,90.27,                                  99.12,113,114,3768,3880,                                  1,113,1000000,1000000,5665.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_40_genome.fasta,short,Col(pHAD28),KU674895,NODE_335_length_5608_cov_27.017860:2461..2591:Col(pHAD28)_1__KU674895:93.129771,93.13,                                  100.0,131,131,2461,2591,                                  1,131,1000000,1000000,5608.0
